,household_key,total_quant,total_cust_sales,avg_lylty_unit_price,avg_nonlylty_unit_price,tot_sales_0_6,tot_sales_6_12,tot_sales_12_18,tot_sales_18_0,tot_sales_private,tot_lylty_disc,tot_coupon_disc,top_camp_sales_per,top_camp_quants_per,top_store,top_store_sales_per,top_store_quants_per,top_commodity,top_comm_sales_per,top_comm_quants_per,top_department,top_dept_sales_per,top_dept_quants_per,top_campaign,top_campaign_count,top_coupon,top_coupon_count,top_display,top_display_count,top_mailer,top_mailer_count,age,marital_status,income,homeowner_desc,gender_marital_status,household_size,kid_number,segment,mailer_label,display_label,percent_disc,log_label
11,1453,478725,108016.7,3.235972028,2.896262067,56.25,0,58054.2,35715.05,14755.8,-13920.7,360.65,0.2,0.2,31862,0.175183189,0.053463955,COUPON/MISC ITEMS,0.00298639,0.8136704790000001,MISC SALES TRAN,0.002894275,0.8136612209999999,18.0,19.0,10000085475.0,13.0,0,444.0,A,355.0,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,3,1.0,1.0,0.0033388355689444316,1
12,889,7603085,89314.82,2.712025433,2.346566035,0.0,0,54040.49,13987.47,29502.34,-12635.63,1597.75,0.14285714300000002,0.14285714300000002,388,0.058781062,0.019828736,COUPON/MISC ITEMS,0.027873986,12.10895347,KIOSK-GAS,0.027323572999999997,12.10883032,18.0,14.0,10000085475.0,6.0,0,360.0,A,273.0,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,3,1.0,1.0,0.0178889684824982,1
13,982,9309888,130521.23,2.7185489169999997,2.3883519069999997,0.0,0,78438.43,43367.73,45347.4,-16855.79,1123.29,0.14285714300000002,0.14285714300000002,382,0.12410011800000001,0.038629731,COUPON/MISC ITEMS,0.023927907999999998,10.13626672,KIOSK-GAS,0.024863924,10.13627438,13.0,15.0,10000085425.0,9.0,0,441.0,A,361.0,45-54,U,35-49K,Unknown,2 Adults Kids,4,2,3,1.0,1.0,0.008606186135389621,1
14,67,2382408,66040.31,3.066875815,2.495101787,0.0,0,42125.86,15530.76,16184.63,-17321.71,1326.99,0.14285714300000002,0.14285714300000002,391,0.101521026,0.031056788999999998,COUPON/MISC ITEMS,0.01283504,5.092571492,KIOSK-GAS,0.011223145,5.092374642,18.0,11.0,10000085475.0,6.0,0,428.0,A,297.0,45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,3,1.0,1.0,0.020093636750039483,1
15,88,1510205,57647.45,2.409235567,2.007297064,0.0,0,28646.05,27314.0,16555.0,-11165.5,430.85,0.2,0.2,404,0.19140950699999998,0.08451371199999999,COUPON/MISC ITEMS,0.012986524,5.142777347,KIOSK-GAS,0.011685513,5.142760001,17.0,3.0,53620010028.0,2.0,0,562.0,A,478.0,Unknown,U,Unknown,Unknown,Unknown,Unknown,None/Unknown,2,1.0,1.0,0.007473877855828836,1
16,93,116345,16392.2,2.8123619,2.391698847,0.0,0,12487.35,3008.6,1579.0,-2980.75,341.4,0.2,0.2,32004,0.195362428,0.07448664599999999,COUPON/MISC ITEMS,0.0031551590000000003,1.329046742,KIOSK-GAS,0.002734227,1.328802723,29.0,5.0,54369530009.0,4.0,0,158.0,A,137.0,Unknown,U,Unknown,Unknown,Unknown,Unknown,None/Unknown,1,1.0,1.0,0.02082697868498432,1
17,2451,579047,57299.62,3.23978556,2.6904350669999997,0.0,0,33119.03,13921.95,13653.01,-13067.25,1161.09,0.14285714300000002,0.14285714300000002,299,0.107034741,0.037696585,COUPON/MISC ITEMS,0.012744064,1.387845155,KIOSK-GAS,0.00312585,1.387653182,13.0,20.0,10000085475.0,8.0,0,404.0,A,273.0,Unknown,U,Unknown,Unknown,Unknown,Unknown,None/Unknown,2,1.0,1.0,0.020263485167964463,1
18,329,1573,3026.71,2.189914833,2.02553111,0.0,0,2170.17,845.87,361.19,-253.54,0.0,0.0,0.0,369,0.606807392,0.275546716,SOUP,0.044338572,0.02643134,GROCERY,0.5054233810000001,0.25968791199999997,,,,,0,79.0,0,57.0,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.0,0
19,16,81200,1511.02,2.668226649,2.384937089,0.0,0,846.08,431.55,366.23,-171.29,1.0,0.0,0.0,3316,0.950351418,0.326269672,COUPON/MISC ITEMS,0.127265026,53.359981999999995,KIOSK-GAS,0.127265026,53.359981999999995,,,,,6,2.0,0,2.0,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,5,1.0,1.0,0.0006618046088072957,0
20,2497,61236,7096.14,3.295773193,2.826115742,0.0,0,4919.71,1583.88,1968.22,-1341.03,15.84,0.0,0.0,31742,0.531162012,0.129647949,COUPON/MISC ITEMS,0.018387461,8.210661007,KIOSK-GAS,0.017770223999999998,8.210379163999999,,,,,0,156.0,0,160.0,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.002232199477462395,1
21,593,14547,646.4,2.037004988,1.739177982,0.0,0,352.78,193.88,289.32,-116.98,0.0,0.0,0.0,382,0.912206064,0.442450495,COUPON/MISC ITEMS,0.041785272000000005,21.88892327,KIOSK-GAS,0.041785272000000005,21.88892327,,,,,0,25.0,0,18.0,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,5,1.0,1.0,0.0,0
22,86,16372,4019.44,3.3252721910000003,2.96634787,0.0,0,2128.43,1437.33,707.19,-520.76,5.0,0.0,0.0,388,0.486789204,0.121409948,COUPON/MISC ITEMS,0.037604741000000004,3.7241506280000003,MISC SALES TRAN,0.037184284,3.7239018369999997,,,,,0,90.0,A,71.0,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,5,1.0,1.0,0.001243954381704914,1
23,1151,14347,2808.91,3.42507644,3.0298951589999996,0.0,0,626.05,1742.13,451.94,-420.64,0.0,0.0,0.0,381,0.460619956,0.113923194,COUPON/MISC ITEMS,0.009736873,4.731372668000001,MISC SALES TRAN,0.00961227,4.731016658,,,,,0,47.0,0,59.0,45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,5,1.0,1.0,0.0,0
24,1955,248412,7602.97,2.7244047630000003,2.339550932,0.0,0,3208.5,1593.96,1532.19,-1192.29,32.2,0.0,0.0,408,0.7495702340000001,0.25490038800000003,COUPON/MISC ITEMS,0.073988191,32.17821457,KIOSK-GAS,0.073988191,32.17821457,,,,,0,205.0,A,189.0,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.0042351870387493315,1
25,386,115324,4642.93,1.884084707,1.491678772,0.0,0,2325.6,1903.1,1626.63,-1214.97,33.84,0.0,0.0,424,0.37720577299999997,0.219042717,COUPON/MISC ITEMS,0.055915123,24.15285176,KIOSK-GAS,0.07354623099999999,24.15392866,,,,,0,375.0,A,311.0,35-44,B,25-34K,Probable Owner,Single Female,1,None/Unknown,4,1.0,1.0,0.007288501011214902,1
26,671,454831,5082.06,3.356561226,2.94999835,201.72,0,1109.15,3738.24,1951.44,-706.96,7.6,0.0,0.0,362,0.7804669759999999,0.178470935,COUPON/MISC ITEMS,0.20927734,89.17525570000001,KIOSK-GAS,0.20927734,89.17525570000001,,,,,0,149.0,A,114.0,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,4,1.0,1.0,0.0014954565668252636,1
27,955,78697,4046.24,2.1561964959999997,1.839057947,49.23,0,1158.39,2251.57,1005.3,-677.5,7.45,0.0,0.0,315,0.231464273,0.11022579,COUPON/MISC ITEMS,0.043324173,18.86912294,KIOSK-GAS,0.084176915,18.87357151,,,,,0,195.0,A,167.0,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.0018412155482620905,1
28,859,270618,7070.4,2.816128398,2.4661770290000002,0.0,0,4265.19,2306.47,1741.71,-998.39,3.8,0.0,0.0,309,0.636821113,0.229265671,COUPON/MISC ITEMS,0.08580278300000001,37.88682394,KIOSK-GAS,0.085487384,37.88639964,,,,,0,228.0,0,162.0,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,4,1.0,1.0,0.0005374519121973297,0
29,1264,100872,6378.38,3.622155575,3.218998608,0.0,0,2756.01,3094.09,2145.93,-974.74,80.4,0.0,0.0,31782,0.8043202190000001,0.20287283,COUPON/MISC ITEMS,0.045038082,15.44639862,KIOSK-GAS,0.037442109,15.44545794,,,,,0,144.0,A,127.0,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.012605081541080965,1
30,1549,79771,1969.41,2.382498922,1.990563221,0.0,0,1781.1,125.53,790.85,-394.08,19.75,0.0,0.0,318,0.53419552,0.204629813,COUPON/MISC ITEMS,0.11836032099999999,39.99573476,KIOSK-GAS,0.10313748800000001,32.81947385,,,,,0,115.0,A,71.0,45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,5,1.0,1.0,0.01002838413535018,1
31,1748,222592,5156.78,2.694716519,2.230683795,0.0,0,1655.42,3033.01,2019.6,-1098.65,5.0,0.0,0.0,436,0.635084297,0.219322911,COUPON/MISC ITEMS,0.098307471,42.71657895,KIOSK-GAS,0.109252285,42.71599719,,,,,0,202.0,A,184.0,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.0009695973068465205,1
32,136,1485,2802.32,2.5226794040000002,2.095081843,0.0,0,1429.74,1372.58,660.19,-610.66,2.5,0.0,0.0,300,0.9258685659999999,0.410374261,SOFT DRINKS,0.144815724,0.047817523,GROCERY,0.65171358,0.37005053,,,,,0,151.0,0,111.0,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,5,1.0,1.0,0.0008921179594050643,0
33,1270,1266,3455.32,3.378108583,3.0943202000000003,0.0,0,1761.84,1643.18,447.75,-362.48,0.0,0.0,0.0,31642,0.668010488,0.182327541,FLUID MILK PRODUCTS,0.05718139,0.032124376,GROCERY,0.458545084,0.208953151,,,,,0,71.0,A,36.0,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.0,0
34,1038,1129,1603.66,1.714119781,1.452656582,0.0,0,1102.02,375.04,619.61,-324.14,0.0,0.0,0.0,340,0.793116995,0.498235287,SOFT DRINKS,0.10581420000000001,0.115984685,GROCERY,0.52771161,0.468303755,,,,,0,111.0,0,95.0,55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,5,1.0,1.0,0.0,0
35,1481,92353,3296.69,2.6191150309999998,2.269575419,0.0,0,1374.61,1871.01,798.91,-509.58,2.75,0.0,0.0,369,0.276568315,0.094337047,COUPON/MISC ITEMS,0.064094592,27.55855115,KIOSK-GAS,0.076707243,21.23068896,,,,,0,156.0,0,95.0,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,5,1.0,1.0,0.0008341700311524589,0
36,853,731341,13490.83,4.403327694,4.239932855,0.0,0,10751.38,1395.59,2112.48,-543.44,6.46,0.0,0.0,367,0.973610964,0.17775036800000002,COUPON/MISC ITEMS,0.122775989,53.99697424,KIOSK-GAS,0.12268555800000001,53.99690012,,,,,0,91.0,0,148.0,25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,1,1.0,1.0,0.00047884377758818396,0
37,1041,3562,7152.58,2.538498812,2.219051055,0.0,0,4217.94,2478.71,1754.84,-1089.72,4.1,0.0,0.0,445,0.470725249,0.16749201,SOFT DRINKS,0.049042443,0.033554326,GROCERY,0.571263796,0.346308605,,,,,0,262.0,A,228.0,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.0005732197332990333,0
38,489,531685,5866.06,2.67812428,2.328440973,0.0,0,2727.3,2673.27,2293.38,-779.0,0.5,0.0,0.0,367,0.726196118,0.20388472,COUPON/MISC ITEMS,0.212295817,90.27507390000001,KIOSK-GAS,0.218262343,90.27507390000001,,,,,0,199.0,A,141.0,55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,4,1.0,1.0,8.52360869135331e-05,0
39,1946,20582,3312.46,3.018507117,2.589482448,0.0,0,2193.25,1119.21,932.58,-597.59,0.0,0.0,0.0,400,0.9198390320000001,0.304305561,COUPON/MISC ITEMS,0.017968519,5.809277697000001,KIOSK-GAS,0.013627334,5.808975807,,,,,0,89.0,A,78.0,25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,5,1.0,1.0,0.0,0
40,2360,972720,9383.58,2.6180542190000002,2.233776582,0.0,0,3567.34,3545.32,3683.96,-1377.56,11.0,0.0,0.0,323,1.0,0.297754162,COUPON/MISC ITEMS,0.25265623600000003,103.317284,KIOSK-GAS,0.245632264,100.71678399999999,,,,,0,330.0,A,227.0,25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,4,1.0,1.0,0.0011722604805415417,1
41,2483,890,1769.11,2.505069984,2.184152411,0.0,0,955.52,19.36,491.72,-266.22,1.8,0.0,0.0,400,0.398443285,0.227232902,BAKED BREAD/BUNS/ROLLS,0.068356405,0.061612901,GROCERY,0.600279236,0.369677408,,,,,0,71.0,D,47.0,45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,5,1.0,1.0,0.0010174607571038546,1
42,158,617,1761.39,3.934877676,3.298920489,0.0,0,1611.76,46.52,206.03,-402.88,108.4,0.0,0.0,292,0.8385252559999999,0.22368697399999998,FLUID MILK PRODUCTS,0.047258130999999995,0.040309074,GROCERY,0.302902821,0.21176457199999998,,,,,0,201.0,D,140.0,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,5,1.0,1.0,0.06154230465711739,1
43,97,390421,5323.6,2.644611049,2.184527574,0.0,0,3355.61,1322.96,1811.96,-982.49,0.35,0.0,0.0,364,0.6536366370000001,0.262604253,COUPON/MISC ITEMS,0.173097152,72.94293335,KIOSK-GAS,0.17174468399999998,72.94255767,,,,,0,225.0,A,218.0,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,4,1.0,1.0,6.574498459688932e-05,0
44,607,152779,3190.73,2.133707394,1.597251924,0.0,0,730.43,2285.46,1470.08,-1109.23,12.28,0.0,0.0,432,0.45965343399999997,0.206849216,COUPON/MISC ITEMS,0.113886164,47.28165655,KIOSK-GAS,0.11609569,47.28102973,,,,,0,239.0,A,178.0,45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,5,1.0,1.0,0.0038486490552318746,1
45,1378,46286,6931.72,2.673711924,2.344845104,0.0,0,3294.61,3450.83,2195.11,-995.06,2.0,0.0,0.0,381,0.7030578270000001,0.273236657,COUPON/MISC ITEMS,0.015841667,6.2335177989999995,KIOSK-GAS,0.013925837,6.233229271,,,,,0,310.0,A,260.0,25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,4,1.0,1.0,0.00028852867686519364,0
46,1692,111810,2018.84,2.054032246,1.542211741,26.72,0,471.19,1501.88,938.43,-685.67,0.0,0.0,0.0,330,0.709447009,0.355154445,COUPON/MISC ITEMS,0.11423391699999999,54.76214064,KIOSK-GAS,0.136325811,54.75916863,,,,,0,200.0,A,157.0,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,5,1.0,1.0,0.0,0
47,540,81688,3274.13,3.293073813,2.918569911,57.45,0,1282.44,1913.2,317.68,-434.42,6.6,0.0,0.0,299,0.831613284,0.254418731,COUPON/MISC ITEMS,0.053119455,24.61233977,KIOSK-GAS,0.050905125999999995,24.61081264,,,,,0,51.0,F,21.0,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,5,1.0,1.0,0.0020158026712439638,1
48,1474,1166,2445.87,2.758552999,2.2823587869999997,0.0,0,1639.57,648.71,545.23,-532.84,0.0,0.0,0.0,400,0.98148716,0.385956735,SOFT DRINKS,0.049769612000000005,0.027393116000000002,GROCERY,0.60937417,0.357745915,,,,,0,86.0,0,78.0,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,5,1.0,1.0,0.0,0
49,1479,208374,9097.65,2.528383908,2.24551944,0.0,0,3003.62,5518.34,2590.93,-1111.61,32.58,0.0,0.0,410,0.78903563,0.302385781,COUPON/MISC ITEMS,0.051815579,22.46052552,KIOSK-GAS,0.049827153,22.45931642,,,,,0,276.0,A,213.0,45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,4,1.0,1.0,0.0035811445812929713,1
50,575,353578,11767.68,2.621958651,2.303579458,44.95,0,5727.7,4848.77,3001.27,-1698.71,3.45,0.0,0.0,433,0.352337929,0.120159624,COUPON/MISC ITEMS,0.067633552,29.54728545,KIOSK-GAS,0.06459557,28.40602396,,,,,0,390.0,A,293.0,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,4,1.0,1.0,0.0002931758851362376,0
51,2266,346272,8751.87,2.9630176969999997,2.646667275,0.0,0,5740.54,2155.36,2104.39,-1069.45,2.25,0.0,0.0,381,0.417948393,0.144769061,COUPON/MISC ITEMS,0.091310771,39.18134067,KIOSK-GAS,0.08578281,37.24278354,,,,,0,199.0,A,108.0,25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown,4,1.0,1.0,0.0002570879137829972,0
52,432,82879,3479.05,2.8032917019999997,2.482486628,4.33,0,2127.4,1091.97,1061.43,-475.92,7.5,0.0,0.0,368,0.411859559,0.141992785,COUPON/MISC ITEMS,0.06045041,23.40955146,MISC SALES TRAN,0.046366106,18.33115362,,,,,0,129.0,A,91.0,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.002155760911743148,1
53,1873,396549,5682.82,2.365314124,1.999613216,1.29,0,1099.64,4136.99,1642.9,-916.62,7.0,0.0,0.0,320,0.594117005,0.257794546,COUPON/MISC ITEMS,0.16295430800000002,69.34655682,KIOSK-GAS,0.185828515,69.34743666,,,,,0,127.0,0,239.0,35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.0012317828120545786,1
54,542,95625,2309.83,2.613689779,2.113186479,0.0,0,1093.3,1054.38,863.31,-542.13,3.1,0.0,0.0,31582,0.861162943,0.33076027199999997,COUPON/MISC ITEMS,0.09222323699999999,40.92725439,KIOSK-GAS,0.11300398699999999,40.92812025,,,,,0,128.0,A,109.0,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.0013420901105276146,1
55,2295,153833,7997.64,2.5891380330000002,2.197833154,0.0,0,1728.66,5064.66,3219.39,-1600.7,6.35,0.0,0.0,403,0.909777134,0.314092657,COUPON/MISC ITEMS,0.042706348,18.72852491,KIOSK-GAS,0.028008262000000003,12.48193217,,,,,0,297.0,A,228.0,35-44,B,35-49K,Renter,Single Male,1,None/Unknown,4,1.0,1.0,0.0007939842253464771,0
56,1263,42316,5247.21,3.444729003,3.06706364,0.0,0,1985.86,2622.26,1069.28,-739.07,10.23,0.0,0.0,354,0.9221776909999999,0.250609371,COUPON/MISC ITEMS,0.020502324,7.707715147999999,KIOSK-GAS,0.01628675,7.706190528,,,,,0,121.0,A,85.0,25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,4,1.0,1.0,0.0019496075057030308,1
57,1188,14341,3721.12,1.9431532,1.4964055219999999,0.0,0,1897.39,1709.81,1172.98,-1209.11,2.5,0.0,0.0,341,0.99147031,0.607612762,COUPON/MISC ITEMS,0.010289913000000001,3.160607559,KIOSK-GAS,0.008333512,3.158995141,,,,,0,293.0,A,397.0,45-54,U,35-49K,Renter,Unknown,1,None/Unknown,5,1.0,1.0,0.0006718407361224577,0
58,1222,2688,5792.41,2.8471771089999995,2.416656642,0.0,0,2654.53,2865.85,776.91,-1173.77,40.98,0.0,0.0,400,0.5333116960000001,0.18092641899999998,FROZEN PIZZA,0.07041456,0.027104435,GROCERY,0.558180446,0.299702542,,,,,0,234.0,A,195.0,45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,4,1.0,1.0,0.00707477543889331,1
59,2030,18945,2613.8,2.7063440080000003,2.321910978,0.0,0,1400.0,934.74,756.99,-451.19,14.64,0.0,0.0,404,0.942225878,0.361159997,COUPON/MISC ITEMS,0.032366669,6.792026934,KIOSK-GAS,0.019553906,6.791261764,,,,,0,99.0,A,74.0,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,5,1.0,1.0,0.005601040630499656,1
60,1260,16916,11199.25,2.928722815,2.702175393,0.0,0,1363.45,9632.34,1777.18,-950.99,1.55,0.0,0.0,367,0.9636082770000001,0.307967051,COUPON/MISC ITEMS,0.007251378,1.122218006,MISC SALES TRAN,0.006266491,1.121682256,,,,,0,193.0,0,132.0,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,4,1.0,1.0,0.00013840212514230863,0
61,2221,1267,2298.4,2.336873942,1.845652848,0.0,0,868.4,494.36,761.2,-636.59,3.0,0.0,0.0,288,1.0,0.514270797,FRZN MEAT/MEAT DINNERS,0.12993386699999998,0.072659241,GROCERY,0.746606335,0.417681866,,,,,0,209.0,A,139.0,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,5,1.0,1.0,0.001305255830142708,1
62,1812,42109,1942.99,2.825797623,2.374182217,0.0,0,1385.4,534.23,798.61,-360.58,6.0,0.0,0.0,31582,0.81908296,0.297479658,COUPON/MISC ITEMS,0.055182990999999994,21.25281139,KIOSK-GAS,0.05421541,21.25126738,,,,,0,53.0,0,52.0,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.0030880241277618514,1
63,1585,431669,9350.55,3.907264842,3.528827188,0.0,0,4595.1,4500.63,2482.58,-986.44,5.8,0.0,0.0,406,0.815292149,0.162343392,COUPON/MISC ITEMS,0.12816893099999999,45.89473346,KIOSK-GAS,0.110671565,45.89345012,,,,,0,143.0,A,110.0,45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,4,1.0,1.0,0.000620284368299191,0
64,281,12358,1487.48,2.7696355360000005,2.2351119059999998,0.0,0,300.29,1154.04,426.19,-389.92,7.6,0.0,0.0,429,0.865315836,0.31798746899999997,COUPON/MISC ITEMS,0.019791863,7.8024578479999995,KIOSK-GAS,0.015758195,7.80178557,,,,,0,101.0,D,71.0,35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown,5,1.0,1.0,0.005109312394116223,1
65,2069,3385,2068.87,2.744181798,2.435483288,0.0,0,738.0,1000.5,559.08,-303.02,0.3,0.0,0.0,313,0.46848762899999996,0.132922803,COUPON/MISC ITEMS,0.002416778,1.168270602,KIOSK-GAS,0.004833556,1.168753957,,,,,0,77.0,A,61.0,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,5,1.0,1.0,0.0001450066944757283,0
